Participant,List,Item,Verb,Whether,KnowledgeState,Score,Factivity,Slifting,Counts,Freq,Frequency
197,18,3,disagree,-2.14771117,noknowledge,2,0.5875,2.054608661,12861,2.25E-05,-4.646869562
197,18,4,figure,-1.889268345,noknowledge,3,0.6,3.025311297,29294,5.14E-05,-4.289365623
197,18,5,intimidate,-1.85982735,knowledge,1,0.8375,-2.759064612,1458,2.56E-06,-5.592386776
197,18,6,pity,-1.83464735,knowledge,1,0.8125,-2.54011244,4637,8.13E-06,-5.089907204
197,18,7,see,-0.515931702,knowledge,7,0.7625,4.525744481,612024,0.00107306,-2.969375847
197,18,8,shock,-1.685121318,knowledge,5,0.95,-2.523225089,20132,3.53E-05,-4.452257378
198,18,1,appall,-2.142824544,noknowledge,5,0.9125,-2.619156481,42,7.36E-08,-7.132895009
198,18,2,comment,-0.733635527,noknowledge,2,0.7,1.433103181,29897,5.24E-05,-4.280516688
198,18,3,disagree,-2.14771117,noknowledge,6,0.5875,2.054608661,12861,2.25E-05,-4.646869562
198,18,4,figure,-1.889268345,noknowledge,7,0.6,3.025311297,29294,5.14E-05,-4.289365623
198,18,5,intimidate,-1.85982735,knowledge,4,0.8375,-2.759064612,1458,2.56E-06,-5.592386776
198,18,6,pity,-1.83464735,knowledge,6,0.8125,-2.54011244,4637,8.13E-06,-5.089907204
198,18,7,see,-0.515931702,knowledge,7,0.7625,4.525744481,612024,0.00107306,-2.969375847
198,18,8,shock,-1.685121318,knowledge,6,0.95,-2.523225089,20132,3.53E-05,-4.452257378
199,18,1,appall,-2.142824544,noknowledge,2,0.9125,-2.619156481,42,7.36E-08,-7.132895009
199,18,2,comment,-0.733635527,noknowledge,2,0.7,1.433103181,29897,5.24E-05,-4.280516688
199,18,3,disagree,-2.14771117,noknowledge,5,0.5875,2.054608661,12861,2.25E-05,-4.646869562
199,18,4,figure,-1.889268345,noknowledge,4,0.6,3.025311297,29294,5.14E-05,-4.289365623
199,18,5,intimidate,-1.85982735,knowledge,3,0.8375,-2.759064612,1458,2.56E-06,-5.592386776
199,18,6,pity,-1.83464735,knowledge,3,0.8125,-2.54011244,4637,8.13E-06,-5.089907204
199,18,7,see,-0.515931702,knowledge,7,0.7625,4.525744481,612024,0.00107306,-2.969375847
199,18,8,shock,-1.685121318,knowledge,6,0.95,-2.523225089,20132,3.53E-05,-4.452257378
200,18,1,appall,-2.142824544,noknowledge,2,0.9125,-2.619156481,42,7.36E-08,-7.132895009
200,18,2,comment,-0.733635527,noknowledge,3,0.7,1.433103181,29897,5.24E-05,-4.280516688
200,18,3,disagree,-2.14771117,noknowledge,5,0.5875,2.054608661,12861,2.25E-05,-4.646869562
200,18,4,figure,-1.889268345,noknowledge,5,0.6,3.025311297,29294,5.14E-05,-4.289365623
200,18,5,intimidate,-1.85982735,knowledge,2,0.8375,-2.759064612,1458,2.56E-06,-5.592386776
200,18,6,pity,-1.83464735,knowledge,4,0.8125,-2.54011244,4637,8.13E-06,-5.089907204
200,18,7,see,-0.515931702,knowledge,7,0.7625,4.525744481,612024,0.00107306,-2.969375847
200,18,8,shock,-1.685121318,knowledge,6,0.95,-2.523225089,20132,3.53E-05,-4.452257378
201,19,1,appreciate,-4.388257359,knowledge,5,0.9,-0.907534529,22950,4.02E-05,-4.39536161
201,19,2,communicate,-2.15583381,knowledge,3,0.725,0.49405346,11536,2.02E-05,-4.694089052
201,19,3,disappoint,-0.411159051,knowledge,6,0.9,-2.042398703,1391,2.44E-06,-5.61281717
201,19,4,figure_out,-2.477374623,knowledge,7,0.85,-2.890125706,18720,3.28E-05,-4.483838455
201,19,5,intrigue,0.384878631,noknowledge,3,0.775,-2.217090918,1548,2.71E-06,-5.566373343
201,19,6,please,-0.537514174,noknowledge,6,0.9125,-3.543640855,4940,8.66E-06,-5.062417351
201,19,7,point_out,-0.314539386,noknowledge,6,0.8375,-0.942338764,10273,1.80E-05,-4.744447012
201,19,8,sicken,-1.952977024,noknowledge,1,0.9,-4.935701529,116,2.03E-07,-6.691686311
202,19,1,appreciate,-4.388257359,knowledge,5,0.9,-0.907534529,22950,4.02E-05,-4.39536161
202,19,2,communicate,-2.15583381,knowledge,1,0.725,0.49405346,11536,2.02E-05,-4.694089052
202,19,3,disappoint,-0.411159051,knowledge,6,0.9,-2.042398703,1391,2.44E-06,-5.61281717
202,19,4,figure_out,-2.477374623,knowledge,5,0.85,-2.890125706,18720,3.28E-05,-4.483838455
202,19,5,intrigue,0.384878631,noknowledge,2,0.775,-2.217090918,1548,2.71E-06,-5.566373343
202,19,6,please,-0.537514174,noknowledge,5,0.9125,-3.543640855,4940,8.66E-06,-5.062417351
202,19,7,point_out,-0.314539386,noknowledge,6,0.8375,-0.942338764,10273,1.80E-05,-4.744447012
202,19,8,sicken,-1.952977024,noknowledge,4,0.9,-4.935701529,116,2.03E-07,-6.691686311
203,19,1,appreciate,-4.388257359,knowledge,3,0.9,-0.907534529,22950,4.02E-05,-4.39536161
203,19,2,communicate,-2.15583381,knowledge,1,0.725,0.49405346,11536,2.02E-05,-4.694089052
203,19,3,disappoint,-0.411159051,knowledge,5,0.9,-2.042398703,1391,2.44E-06,-5.61281717
203,19,4,figure_out,-2.477374623,knowledge,5,0.85,-2.890125706,18720,3.28E-05,-4.483838455
203,19,5,intrigue,0.384878631,noknowledge,2,0.775,-2.217090918,1548,2.71E-06,-5.566373343
203,19,6,please,-0.537514174,noknowledge,6,0.9125,-3.543640855,4940,8.66E-06,-5.062417351
203,19,7,point_out,-0.314539386,noknowledge,1,0.8375,-0.942338764,10273,1.80E-05,-4.744447012
203,19,8,sicken,-1.952977024,noknowledge,1,0.9,-4.935701529,116,2.03E-07,-6.691686311
204,19,1,appreciate,-4.388257359,knowledge,6,0.9,-0.907534529,22950,4.02E-05,-4.39536161
204,19,2,communicate,-2.15583381,knowledge,3,0.725,0.49405346,11536,2.02E-05,-4.694089052
204,19,3,disappoint,-0.411159051,knowledge,6,0.9,-2.042398703,1391,2.44E-06,-5.61281717
204,19,4,figure_out,-2.477374623,knowledge,5,0.85,-2.890125706,18720,3.28E-05,-4.483838455
204,19,5,intrigue,0.384878631,noknowledge,1,0.775,-2.217090918,1548,2.71E-06,-5.566373343
204,19,6,please,-0.537514174,noknowledge,5,0.9125,-3.543640855,4940,8.66E-06,-5.062417351
204,19,7,point_out,-0.314539386,noknowledge,6,0.8375,-0.942338764,10273,1.80E-05,-4.744447012
204,19,8,sicken,-1.952977024,noknowledge,6,0.9,-4.935701529,116,2.03E-07,-6.691686311
205,19,1,appreciate,-4.388257359,knowledge,6,0.9,-0.907534529,22950,4.02E-05,-4.39536161
205,19,2,communicate,-2.15583381,knowledge,6,0.725,0.49405346,11536,2.02E-05,-4.694089052
205,19,3,disappoint,-0.411159051,knowledge,5,0.9,-2.042398703,1391,2.44E-06,-5.61281717
205,19,4,figure_out,-2.477374623,knowledge,6,0.85,-2.890125706,18720,3.28E-05,-4.483838455
205,19,5,intrigue,0.384878631,noknowledge,7,0.775,-2.217090918,1548,2.71E-06,-5.566373343
205,19,6,please,-0.537514174,noknowledge,7,0.9125,-3.543640855,4940,8.66E-06,-5.062417351
205,19,7,point_out,-0.314539386,noknowledge,6,0.8375,-0.942338764,10273,1.80E-05,-4.744447012
205,19,8,sicken,-1.952977024,noknowledge,5,0.9,-4.935701529,116,2.03E-07,-6.691686311
206,19,1,appreciate,-4.388257359,noknowledge,4,0.9,-0.907534529,22950,4.02E-05,-4.39536161
206,19,2,communicate,-2.15583381,noknowledge,4,0.725,0.49405346,11536,2.02E-05,-4.694089052
206,19,3,disappoint,-0.411159051,noknowledge,6,0.9,-2.042398703,1391,2.44E-06,-5.61281717
206,19,4,figure_out,-2.477374623,noknowledge,4,0.85,-2.890125706,18720,3.28E-05,-4.483838455
206,19,5,intrigue,0.384878631,knowledge,6,0.775,-2.217090918,1548,2.71E-06,-5.566373343
206,19,6,please,-0.537514174,knowledge,6,0.9125,-3.543640855,4940,8.66E-06,-5.062417351
206,19,7,point_out,-0.314539386,knowledge,6,0.8375,-0.942338764,10273,1.80E-05,-4.744447012
206,19,8,sicken,-1.952977024,knowledge,6,0.9,-4.935701529,116,2.03E-07,-6.691686311
207,19,1,appreciate,-4.388257359,noknowledge,4,0.9,-0.907534529,22950,4.02E-05,-4.39536161
207,19,2,communicate,-2.15583381,noknowledge,1,0.725,0.49405346,11536,2.02E-05,-4.694089052
207,19,3,disappoint,-0.411159051,noknowledge,5,0.9,-2.042398703,1391,2.44E-06,-5.61281717
207,19,4,figure_out,-2.477374623,noknowledge,6,0.85,-2.890125706,18720,3.28E-05,-4.483838455
207,19,5,intrigue,0.384878631,knowledge,2,0.775,-2.217090918,1548,2.71E-06,-5.566373343
207,19,6,please,-0.537514174,knowledge,2,0.9125,-3.543640855,4940,8.66E-06,-5.062417351
207,19,7,point_out,-0.314539386,knowledge,3,0.8375,-0.942338764,10273,1.80E-05,-4.744447012
207,19,8,sicken,-1.952977024,knowledge,4,0.9,-4.935701529,116,2.03E-07,-6.691686311
208,19,1,appreciate,-4.388257359,noknowledge,2,0.9,-0.907534529,22950,4.02E-05,-4.39536161
208,19,2,communicate,-2.15583381,noknowledge,3,0.725,0.49405346,11536,2.02E-05,-4.694089052
208,19,3,disappoint,-0.411159051,noknowledge,4,0.9,-2.042398703,1391,2.44E-06,-5.61281717
208,19,4,figure_out,-2.477374623,noknowledge,5,0.85,-2.890125706,18720,3.28E-05,-4.483838455
208,19,5,intrigue,0.384878631,knowledge,4,0.775,-2.217090918,1548,2.71E-06,-5.566373343
208,19,6,please,-0.537514174,knowledge,2,0.9125,-3.543640855,4940,8.66E-06,-5.062417351
208,19,7,point_out,-0.314539386,knowledge,5,0.8375,-0.942338764,10273,1.80E-05,-4.744447012
208,19,8,sicken,-1.952977024,knowledge,3,0.9,-4.935701529,116,2.03E-07,-6.691686311
209,19,1,appreciate,-4.388257359,noknowledge,1,0.9,-0.907534529,22950,4.02E-05,-4.39536161
209,19,2,communicate,-2.15583381,noknowledge,7,0.725,0.49405346,11536,2.02E-05,-4.694089052
209,19,3,disappoint,-0.411159051,noknowledge,5,0.9,-2.042398703,1391,2.44E-06,-5.61281717
209,19,4,figure_out,-2.477374623,noknowledge,5,0.85,-2.890125706,18720,3.28E-05,-4.483838455
209,19,5,intrigue,0.384878631,knowledge,1,0.775,-2.217090918,1548,2.71E-06,-5.566373343
209,19,6,please,-0.537514174,knowledge,1,0.9125,-3.543640855,4940,8.66E-06,-5.062417351
209,19,7,point_out,-0.314539386,knowledge,4,0.8375,-0.942338764,10273,1.80E-05,-4.744447012
209,19,8,sicken,-1.952977024,knowledge,7,0.9,-4.935701529,116,2.03E-07,-6.691686311
210,19,1,appreciate,-4.388257359,noknowledge,3,0.9,-0.907534529,22950,4.02E-05,-4.39536161
210,19,2,communicate,-2.15583381,noknowledge,3,0.725,0.49405346,11536,2.02E-05,-4.694089052
210,19,3,disappoint,-0.411159051,noknowledge,6,0.9,-2.042398703,1391,2.44E-06,-5.61281717
210,19,4,figure_out,-2.477374623,noknowledge,5,0.85,-2.890125706,18720,3.28E-05,-4.483838455
210,19,5,intrigue,0.384878631,knowledge,4,0.775,-2.217090918,1548,2.71E-06,-5.566373343
210,19,6,please,-0.537514174,knowledge,2,0.9125,-3.543640855,4940,8.66E-06,-5.062417351
210,19,7,point_out,-0.314539386,knowledge,3,0.8375,-0.942338764,10273,1.80E-05,-4.744447012
210,19,8,sicken,-1.952977024,knowledge,3,0.9,-4.935701529,116,2.03E-07,-6.691686311
211,20,1,approve,-1.502054384,knowledge,1,0.85,1.307098823,6684,1.17E-05,-4.931107859
211,20,2,complain,-1.383706965,knowledge,6,0.8375,0.079709273,8037,1.41E-05,-4.851050331
211,20,3,disapprove,-3.511350478,knowledge,1,0.85,1.5239026,944,1.66E-06,-5.781172306
211,20,4,find,-5.191119433,knowledge,5,0.675,-0.079287759,239772,0.000420392,-3.376345834
211,20,5,irk,-1.636671064,noknowledge,5,0.925,-3.191138466,90,1.58E-07,-6.80190179
211,20,6,irritate,-1.885714885,noknowledge,1,0.95,-4.661989525,652,1.14E-06,-5.941896704
211,20,7,ponder,0.155024141,noknowledge,4,0.5625,0.149207962,1938,3.40E-06,-5.468790527
211,20,8,spook,-2.617256885,noknowledge,5,0.85,-2.805630431,608,1.07E-06,-5.972240721
212,20,1,approve,-1.502054384,knowledge,1,0.85,1.307098823,6684,1.17E-05,-4.931107859
212,20,2,complain,-1.383706965,knowledge,1,0.8375,0.079709273,8037,1.41E-05,-4.851050331
212,20,3,disapprove,-3.511350478,knowledge,1,0.85,1.5239026,944,1.66E-06,-5.781172306
212,20,4,find,-5.191119433,knowledge,1,0.675,-0.079287759,239772,0.000420392,-3.376345834
212,20,5,irk,-1.636671064,noknowledge,6,0.925,-3.191138466,90,1.58E-07,-6.80190179
212,20,6,irritate,-1.885714885,noknowledge,5,0.95,-4.661989525,652,1.14E-06,-5.941896704
212,20,7,ponder,0.155024141,noknowledge,1,0.5625,0.149207962,1938,3.40E-06,-5.468790527
212,20,8,spook,-2.617256885,noknowledge,7,0.85,-2.805630431,608,1.07E-06,-5.972240721
213,20,1,approve,-1.502054384,knowledge,5,0.85,1.307098823,6684,1.17E-05,-4.931107859
213,20,2,complain,-1.383706965,knowledge,6,0.8375,0.079709273,8037,1.41E-05,-4.851050331
213,20,3,disapprove,-3.511350478,knowledge,4,0.85,1.5239026,944,1.66E-06,-5.781172306
213,20,4,find,-5.191119433,knowledge,6,0.675,-0.079287759,239772,0.000420392,-3.376345834
213,20,5,irk,-1.636671064,noknowledge,7,0.925,-3.191138466,90,1.58E-07,-6.80190179
213,20,6,irritate,-1.885714885,noknowledge,6,0.95,-4.661989525,652,1.14E-06,-5.941896704
213,20,7,ponder,0.155024141,noknowledge,4,0.5625,0.149207962,1938,3.40E-06,-5.468790527
213,20,8,spook,-2.617256885,noknowledge,6,0.85,-2.805630431,608,1.07E-06,-5.972240721
214,20,1,approve,-1.502054384,knowledge,1,0.85,1.307098823,6684,1.17E-05,-4.931107859
214,20,2,complain,-1.383706965,knowledge,1,0.8375,0.079709273,8037,1.41E-05,-4.851050331
214,20,3,disapprove,-3.511350478,knowledge,1,0.85,1.5239026,944,1.66E-06,-5.781172306
214,20,4,find,-5.191119433,knowledge,2,0.675,-0.079287759,239772,0.000420392,-3.376345834
214,20,5,irk,-1.636671064,noknowledge,3,0.925,-3.191138466,90,1.58E-07,-6.80190179
214,20,6,irritate,-1.885714885,noknowledge,2,0.95,-4.661989525,652,1.14E-06,-5.941896704
214,20,7,ponder,0.155024141,noknowledge,1,0.5625,0.149207962,1938,3.40E-06,-5.468790527
214,20,8,spook,-2.617256885,noknowledge,2,0.85,-2.805630431,608,1.07E-06,-5.972240721
215,20,1,approve,-1.502054384,knowledge,2,0.85,1.307098823,6684,1.17E-05,-4.931107859
215,20,2,complain,-1.383706965,knowledge,2,0.8375,0.079709273,8037,1.41E-05,-4.851050331
215,20,3,disapprove,-3.511350478,knowledge,4,0.85,1.5239026,944,1.66E-06,-5.781172306
215,20,4,find,-5.191119433,knowledge,2,0.675,-0.079287759,239772,0.000420392,-3.376345834
215,20,5,irk,-1.636671064,noknowledge,6,0.925,-3.191138466,90,1.58E-07,-6.80190179
215,20,6,irritate,-1.885714885,noknowledge,6,0.95,-4.661989525,652,1.14E-06,-5.941896704
215,20,7,ponder,0.155024141,noknowledge,2,0.5625,0.149207962,1938,3.40E-06,-5.468790527
215,20,8,spook,-2.617256885,noknowledge,4,0.85,-2.805630431,608,1.07E-06,-5.972240721
216,20,1,approve,-1.502054384,noknowledge,4,0.85,1.307098823,6684,1.17E-05,-4.931107859
216,20,2,complain,-1.383706965,noknowledge,3,0.8375,0.079709273,8037,1.41E-05,-4.851050331
216,20,3,disapprove,-3.511350478,noknowledge,2,0.85,1.5239026,944,1.66E-06,-5.781172306
216,20,4,find,-5.191119433,noknowledge,6,0.675,-0.079287759,239772,0.000420392,-3.376345834
216,20,5,irk,-1.636671064,knowledge,4,0.925,-3.191138466,90,1.58E-07,-6.80190179
216,20,6,irritate,-1.885714885,knowledge,4,0.95,-4.661989525,652,1.14E-06,-5.941896704
216,20,7,ponder,0.155024141,knowledge,4,0.5625,0.149207962,1938,3.40E-06,-5.468790527
216,20,8,spook,-2.617256885,knowledge,6,0.85,-2.805630431,608,1.07E-06,-5.972240721
217,20,1,approve,-1.502054384,noknowledge,5,0.85,1.307098823,6684,1.17E-05,-4.931107859
217,20,2,complain,-1.383706965,noknowledge,5,0.8375,0.079709273,8037,1.41E-05,-4.851050331
217,20,3,disapprove,-3.511350478,noknowledge,6,0.85,1.5239026,944,1.66E-06,-5.781172306
217,20,4,find,-5.191119433,noknowledge,5,0.675,-0.079287759,239772,0.000420392,-3.376345834
217,20,5,irk,-1.636671064,knowledge,6,0.925,-3.191138466,90,1.58E-07,-6.80190179
217,20,6,irritate,-1.885714885,knowledge,4,0.95,-4.661989525,652,1.14E-06,-5.941896704
217,20,7,ponder,0.155024141,knowledge,5,0.5625,0.149207962,1938,3.40E-06,-5.468790527
217,20,8,spook,-2.617256885,knowledge,6,0.85,-2.805630431,608,1.07E-06,-5.972240721
218,20,1,approve,-1.502054384,noknowledge,2,0.85,1.307098823,6684,1.17E-05,-4.931107859
218,20,2,complain,-1.383706965,noknowledge,1,0.8375,0.079709273,8037,1.41E-05,-4.851050331
218,20,3,disapprove,-3.511350478,noknowledge,2,0.85,1.5239026,944,1.66E-06,-5.781172306
218,20,4,find,-5.191119433,noknowledge,6,0.675,-0.079287759,239772,0.000420392,-3.376345834
218,20,5,irk,-1.636671064,knowledge,4,0.925,-3.191138466,90,1.58E-07,-6.80190179
218,20,6,irritate,-1.885714885,knowledge,4,0.95,-4.661989525,652,1.14E-06,-5.941896704
218,20,7,ponder,0.155024141,knowledge,2,0.5625,0.149207962,1938,3.40E-06,-5.468790527
218,20,8,spook,-2.617256885,knowledge,4,0.85,-2.805630431,608,1.07E-06,-5.972240721
219,20,1,approve,-1.502054384,noknowledge,5,0.85,1.307098823,6684,1.17E-05,-4.931107859
219,20,2,complain,-1.383706965,noknowledge,2,0.8375,0.079709273,8037,1.41E-05,-4.851050331
219,20,3,disapprove,-3.511350478,noknowledge,4,0.85,1.5239026,944,1.66E-06,-5.781172306
219,20,4,find,-5.191119433,noknowledge,7,0.675,-0.079287759,239772,0.000420392,-3.376345834
219,20,5,irk,-1.636671064,knowledge,2,0.925,-3.191138466,90,1.58E-07,-6.80190179
219,20,6,irritate,-1.885714885,knowledge,1,0.95,-4.661989525,652,1.14E-06,-5.941896704
219,20,7,ponder,0.155024141,knowledge,3,0.5625,0.149207962,1938,3.40E-06,-5.468790527
219,20,8,spook,-2.617256885,knowledge,3,0.85,-2.805630431,608,1.07E-06,-5.972240721
220,20,1,approve,-1.502054384,noknowledge,3,0.85,1.307098823,6684,1.17E-05,-4.931107859
220,20,2,complain,-1.383706965,noknowledge,1,0.8375,0.079709273,8037,1.41E-05,-4.851050331
220,20,3,disapprove,-3.511350478,noknowledge,1,0.85,1.5239026,944,1.66E-06,-5.781172306
220,20,4,find,-5.191119433,noknowledge,7,0.675,-0.079287759,239772,0.000420392,-3.376345834
220,20,5,irk,-1.636671064,knowledge,5,0.925,-3.191138466,90,1.58E-07,-6.80190179
220,20,6,irritate,-1.885714885,knowledge,3,0.95,-4.661989525,652,1.14E-06,-5.941896704
220,20,7,ponder,0.155024141,knowledge,5,0.5625,0.149207962,1938,3.40E-06,-5.468790527
220,20,8,spook,-2.617256885,knowledge,5,0.85,-2.805630431,608,1.07E-06,-5.972240721
221,21,1,argue,-1.776500803,knowledge,2,0.6125,-0.409174736,25479,4.47E-05,-4.349961921
221,21,2,comprehend,-3.554892755,knowledge,3,0.875,2.582496994,3120,5.47E-06,-5.261989706
221,21,3,disbelieve,1.126794095,knowledge,2,0.55,-2.391915591,172,3.02E-07,-6.520615853
221,21,4,find_out,-2.125073488,knowledge,5,0.8,-2.899101912,28800,5.05E-05,-4.296751812
221,21,5,fluster,-1.762240175,knowledge,1,0.8875,-3.659505056,55,9.64E-08,-7.01578161
221,21,6,jade,-3.157893689,noknowledge,2,0.8625,-4.518481242,1768,3.10E-06,-5.508662039
221,21,7,pray,-2.112469035,noknowledge,1,0.5125,1.551441354,9952,1.74E-05,-4.758233932
221,21,8,startle,-5.095281414,noknowledge,4,0.9125,-2.442803161,545,9.56E-07,-6.019747798
222,21,1,argue,-1.776500803,knowledge,2,0.6125,-0.409174736,25479,4.47E-05,-4.349961921
222,21,2,comprehend,-3.554892755,knowledge,2,0.875,2.582496994,3120,5.47E-06,-5.261989706
222,21,3,disbelieve,1.126794095,knowledge,1,0.55,-2.391915591,172,3.02E-07,-6.520615853
222,21,4,find_out,-2.125073488,knowledge,6,0.8,-2.899101912,28800,5.05E-05,-4.296751812
222,21,5,fluster,-1.762240175,knowledge,3,0.8875,-3.659505056,55,9.64E-08,-7.01578161
222,21,6,jade,-3.157893689,noknowledge,5,0.8625,-4.518481242,1768,3.10E-06,-5.508662039
222,21,7,pray,-2.112469035,noknowledge,2,0.5125,1.551441354,9952,1.74E-05,-4.758233932
222,21,8,startle,-5.095281414,noknowledge,6,0.9125,-2.442803161,545,9.56E-07,-6.019747798
223,21,1,argue,-1.776500803,knowledge,2,0.6125,-0.409174736,25479,4.47E-05,-4.349961921
223,21,2,comprehend,-3.554892755,knowledge,2,0.875,2.582496994,3120,5.47E-06,-5.261989706
223,21,3,disbelieve,1.126794095,knowledge,1,0.55,-2.391915591,172,3.02E-07,-6.520615853
223,21,4,find_out,-2.125073488,knowledge,6,0.8,-2.899101912,28800,5.05E-05,-4.296751812
223,21,5,fluster,-1.762240175,knowledge,4,0.8875,-3.659505056,55,9.64E-08,-7.01578161
223,21,6,jade,-3.157893689,noknowledge,1,0.8625,-4.518481242,1768,3.10E-06,-5.508662039
223,21,7,pray,-2.112469035,noknowledge,1,0.5125,1.551441354,9952,1.74E-05,-4.758233932
223,21,8,startle,-5.095281414,noknowledge,4,0.9125,-2.442803161,545,9.56E-07,-6.019747798
224,21,1,argue,-1.776500803,knowledge,6,0.6125,-0.409174736,25479,4.47E-05,-4.349961921
224,21,2,comprehend,-3.554892755,knowledge,6,0.875,2.582496994,3120,5.47E-06,-5.261989706
224,21,3,disbelieve,1.126794095,knowledge,7,0.55,-2.391915591,172,3.02E-07,-6.520615853
224,21,4,find_out,-2.125073488,knowledge,6,0.8,-2.899101912,28800,5.05E-05,-4.296751812
224,21,5,fluster,-1.762240175,knowledge,6,0.8875,-3.659505056,55,9.64E-08,-7.01578161
224,21,6,jade,-3.157893689,noknowledge,6,0.8625,-4.518481242,1768,3.10E-06,-5.508662039
224,21,7,pray,-2.112469035,noknowledge,6,0.5125,1.551441354,9952,1.74E-05,-4.758233932
224,21,8,startle,-5.095281414,noknowledge,7,0.9125,-2.442803161,545,9.56E-07,-6.019747798
225,21,1,argue,-1.776500803,knowledge,5,0.6125,-0.409174736,25479,4.47E-05,-4.349961921
225,21,2,comprehend,-3.554892755,knowledge,4,0.875,2.582496994,3120,5.47E-06,-5.261989706
225,21,3,disbelieve,1.126794095,knowledge,5,0.55,-2.391915591,172,3.02E-07,-6.520615853
225,21,4,find_out,-2.125073488,knowledge,4,0.8,-2.899101912,28800,5.05E-05,-4.296751812
225,21,5,fluster,-1.762240175,knowledge,6,0.8875,-3.659505056,55,9.64E-08,-7.01578161
225,21,6,jade,-3.157893689,noknowledge,5,0.8625,-4.518481242,1768,3.10E-06,-5.508662039
225,21,7,pray,-2.112469035,noknowledge,4,0.5125,1.551441354,9952,1.74E-05,-4.758233932
225,21,8,startle,-5.095281414,noknowledge,3,0.9125,-2.442803161,545,9.56E-07,-6.019747798
226,21,1,argue,-1.776500803,noknowledge,2,0.6125,-0.409174736,25479,4.47E-05,-4.349961921
226,21,2,comprehend,-3.554892755,noknowledge,3,0.875,2.582496994,3120,5.47E-06,-5.261989706
226,21,3,disbelieve,1.126794095,noknowledge,2,0.55,-2.391915591,172,3.02E-07,-6.520615853
226,21,4,find_out,-2.125073488,noknowledge,7,0.8,-2.899101912,28800,5.05E-05,-4.296751812
226,21,5,fluster,-1.762240175,noknowledge,5,0.8875,-3.659505056,55,9.64E-08,-7.01578161
226,21,6,jade,-3.157893689,knowledge,5,0.8625,-4.518481242,1768,3.10E-06,-5.508662039
226,21,7,pray,-2.112469035,knowledge,1,0.5125,1.551441354,9952,1.74E-05,-4.758233932
226,21,8,startle,-5.095281414,knowledge,3,0.9125,-2.442803161,545,9.56E-07,-6.019747798
227,21,1,argue,-1.776500803,noknowledge,5,0.6125,-0.409174736,25479,4.47E-05,-4.349961921
227,21,2,comprehend,-3.554892755,noknowledge,3,0.875,2.582496994,3120,5.47E-06,-5.261989706
227,21,3,disbelieve,1.126794095,noknowledge,4,0.55,-2.391915591,172,3.02E-07,-6.520615853
227,21,4,find_out,-2.125073488,noknowledge,5,0.8,-2.899101912,28800,5.05E-05,-4.296751812
227,21,5,fluster,-1.762240175,noknowledge,3,0.8875,-3.659505056,55,9.64E-08,-7.01578161
227,21,6,jade,-3.157893689,knowledge,5,0.8625,-4.518481242,1768,3.10E-06,-5.508662039
227,21,7,pray,-2.112469035,knowledge,6,0.5125,1.551441354,9952,1.74E-05,-4.758233932
227,21,8,startle,-5.095281414,knowledge,6,0.9125,-2.442803161,545,9.56E-07,-6.019747798
228,21,1,argue,-1.776500803,noknowledge,5,0.6125,-0.409174736,25479,4.47E-05,-4.349961921
228,21,2,comprehend,-3.554892755,noknowledge,2,0.875,2.582496994,3120,5.47E-06,-5.261989706
228,21,3,disbelieve,1.126794095,noknowledge,2,0.55,-2.391915591,172,3.02E-07,-6.520615853
228,21,4,find_out,-2.125073488,noknowledge,7,0.8,-2.899101912,28800,5.05E-05,-4.296751812
228,21,5,fluster,-1.762240175,noknowledge,3,0.8875,-3.659505056,55,9.64E-08,-7.01578161
228,21,6,jade,-3.157893689,knowledge,3,0.8625,-4.518481242,1768,3.10E-06,-5.508662039
228,21,7,pray,-2.112469035,knowledge,6,0.5125,1.551441354,9952,1.74E-05,-4.758233932
228,21,8,startle,-5.095281414,knowledge,7,0.9125,-2.442803161,545,9.56E-07,-6.019747798
229,21,1,argue,-1.776500803,noknowledge,3,0.6125,-0.409174736,25479,4.47E-05,-4.349961921
229,21,2,comprehend,-3.554892755,noknowledge,3,0.875,2.582496994,3120,5.47E-06,-5.261989706
229,21,3,disbelieve,1.126794095,noknowledge,2,0.55,-2.391915591,172,3.02E-07,-6.520615853
229,21,4,find_out,-2.125073488,noknowledge,7,0.8,-2.899101912,28800,5.05E-05,-4.296751812
229,21,5,fluster,-1.762240175,noknowledge,2,0.8875,-3.659505056,55,9.64E-08,-7.01578161
229,21,6,jade,-3.157893689,knowledge,2,0.8625,-4.518481242,1768,3.10E-06,-5.508662039
229,21,7,pray,-2.112469035,knowledge,5,0.5125,1.551441354,9952,1.74E-05,-4.758233932
229,21,8,startle,-5.095281414,knowledge,6,0.9125,-2.442803161,545,9.56E-07,-6.019747798
230,21,1,argue,-1.776500803,noknowledge,4,0.6125,-0.409174736,25479,4.47E-05,-4.349961921
230,21,2,comprehend,-3.554892755,noknowledge,1,0.875,2.582496994,3120,5.47E-06,-5.261989706
230,21,3,disbelieve,1.126794095,noknowledge,2,0.55,-2.391915591,172,3.02E-07,-6.520615853
230,21,4,find_out,-2.125073488,noknowledge,3,0.8,-2.899101912,28800,5.05E-05,-4.296751812
230,21,5,fluster,-1.762240175,noknowledge,6,0.8875,-3.659505056,55,9.64E-08,-7.01578161
230,21,6,jade,-3.157893689,knowledge,1,0.8625,-4.518481242,1768,3.10E-06,-5.508662039
